,Номер животного,Ушная бирка животного,Пол,Номер лактации,Результат отела,Легкость отела,Дата рождения,Дней в сухостое предыдущей лактации,Дней стельности при событии,Номер группы животного,Предыдущий номер группы животного,Событие,Дни доения при событии,Дата события,Примечание события
9113,22274,13830342622274,F,0,,0,1/22/2022,0,0,36,36,ВАКЦИН,186,7/27/2022,ЛЕПТО
9114,22274,13830342622274,F,0,,0,1/22/2022,0,0,38,36,ПЕРЕВОД,187,7/28/2022,F038T036
9115,22274,13830342622274,F,0,,0,1/22/2022,0,0,36,36,ВЕС,188,7/29/2022,235
9116,22275,13830347522275,F,0,,0,1/22/2022,0,0,36,36,ВАКЦИН,186,7/27/2022,ЛЕПТО
9117,22275,13830347522275,F,0,,0,1/22/2022,0,0,38,36,ПЕРЕВОД,187,7/28/2022,F038T036
9118,22275,13830347522275,F,0,,0,1/22/2022,0,0,36,36,ВЕС,188,7/29/2022,200
9119,22276,13830432522276,F,0,,0,1/22/2022,0,0,36,36,ВАКЦИН,186,7/27/2022,ЛЕПТО
9120,22276,13830432522276,F,0,,0,1/22/2022,0,0,38,36,ПЕРЕВОД,187,7/28/2022,F038T036
9121,22276,13830432522276,F,0,,0,1/22/2022,0,0,36,36,ВЕС,188,7/29/2022,222
9122,22277,13830751822277,F,0,,0,1/22/2022,0,0,36,36,ВАКЦИН,186,7/27/2022,ЛЕПТО
9123,22277,13830751822277,F,0,,0,1/22/2022,0,0,38,36,ПЕРЕВОД,187,7/28/2022,F038T036
9124,22277,13830751822277,F,0,,0,1/22/2022,0,0,36,36,ВЕС,188,7/29/2022,208
9125,22278,13830814422278,F,0,,0,1/22/2022,0,0,36,36,ВАКЦИН,186,7/27/2022,ЛЕПТО
9126,22278,13830814422278,F,0,,0,1/22/2022,0,0,38,36,ПЕРЕВОД,187,7/28/2022,F038T036
9127,22278,13830814422278,F,0,,0,1/22/2022,0,0,36,36,ВЕС,188,7/29/2022,202
9128,22279,13831201322279,F,0,,0,1/22/2022,0,0,36,36,ВАКЦИН,186,7/27/2022,ЛЕПТО
9129,22279,13831201322279,F,0,,0,1/22/2022,0,0,38,36,ПЕРЕВОД,187,7/28/2022,F038T036
9130,22279,13831201322279,F,0,,0,1/22/2022,0,0,36,36,ВЕС,188,7/29/2022,190
9131,22280,13831496922280,F,0,,0,1/23/2022,0,0,36,36,ВАКЦИН,185,7/27/2022,ЛЕПТО
9132,22280,13831496922280,F,0,,0,1/23/2022,0,0,38,36,ПЕРЕВОД,186,7/28/2022,F038T036
9133,22280,13831496922280,F,0,,0,1/23/2022,0,0,36,36,ВЕС,187,7/29/2022,222
9134,22281,13831956222281,F,0,,0,1/23/2022,0,0,36,36,ВАКЦИН,185,7/27/2022,ЛЕПТО
9135,22281,13831956222281,F,0,,0,1/23/2022,0,0,38,36,ПЕРЕВОД,186,7/28/2022,F038T036
9136,22281,13831956222281,F,0,,0,1/23/2022,0,0,36,36,ВЕС,187,7/29/2022,202
9137,22282,13831972922282,F,0,,0,1/23/2022,0,0,36,36,ВАКЦИН,185,7/27/2022,ЛЕПТО
9138,22282,13831972922282,F,0,,0,1/23/2022,0,0,38,36,ПЕРЕВОД,186,7/28/2022,F038T036
9139,22282,13831972922282,F,0,,0,1/23/2022,0,0,36,36,ВЕС,187,7/29/2022,220
9140,22283,13832034722283,F,0,,0,1/23/2022,0,0,36,36,ВАКЦИН,185,7/27/2022,ЛЕПТО
9141,22283,13832034722283,F,0,,0,1/23/2022,0,0,38,36,ПЕРЕВОД,186,7/28/2022,F038T036
9142,22283,13832034722283,F,0,,0,1/23/2022,0,0,36,36,ВЕС,187,7/29/2022,220
9143,22284,13832391122284,F,0,,0,1/23/2022,0,0,36,36,ВАКЦИН,185,7/27/2022,ЛЕПТО
9144,22284,13832391122284,F,0,,0,1/23/2022,0,0,38,36,ПЕРЕВОД,186,7/28/2022,F038T036
9145,22284,13832391122284,F,0,,0,1/23/2022,0,0,36,36,ВЕС,187,7/29/2022,216
9146,22285,13832719322285,F,0,,0,1/24/2022,0,0,36,36,ВАКЦИН,184,7/27/2022,ЛЕПТО
9147,22285,13832719322285,F,0,,0,1/24/2022,0,0,38,36,ПЕРЕВОД,185,7/28/2022,F038T036
9148,22285,13832719322285,F,0,,0,1/24/2022,0,0,36,36,ВЕС,186,7/29/2022,220
9149,22286,13832819122286,F,0,,0,1/24/2022,0,0,36,36,ВАКЦИН,184,7/27/2022,ЛЕПТО
9150,22286,13832819122286,F,0,,0,1/24/2022,0,0,38,36,ПЕРЕВОД,185,7/28/2022,F038T036
9151,22286,13832819122286,F,0,,0,1/24/2022,0,0,36,36,ВЕС,186,7/29/2022,180
9152,22287,13832856322287,F,0,,0,1/24/2022,0,0,36,36,ВАКЦИН,184,7/27/2022,ЛЕПТО
9153,22287,13832856322287,F,0,,0,1/24/2022,0,0,38,36,ПЕРЕВОД,185,7/28/2022,F038T036
9154,22287,13832856322287,F,0,,0,1/24/2022,0,0,36,36,ВЕС,186,7/29/2022,190
9155,22288,13832961122288,F,0,,0,1/24/2022,0,0,38,38,ВАКЦИН,184,7/27/2022,ЛЕПТО
9156,22288,13832961122288,F,0,,0,1/24/2022,0,0,38,38,ВЕС,186,7/29/2022,156
9157,22290,13833533722290,F,0,,0,1/25/2022,0,0,36,36,ВАКЦИН,183,7/27/2022,ЛЕПТО
9158,22290,13833533722290,F,0,,0,1/25/2022,0,0,38,36,ПЕРЕВОД,184,7/28/2022,F038T036
9159,22290,13833533722290,F,0,,0,1/25/2022,0,0,36,36,ВЕС,185,7/29/2022,184
9160,22291,13833774722291,F,0,,0,1/25/2022,0,0,36,36,ВАКЦИН,183,7/27/2022,ЛЕПТО
9161,22291,13833774722291,F,0,,0,1/25/2022,0,0,38,36,ПЕРЕВОД,184,7/28/2022,F038T036
9162,22291,13833774722291,F,0,,0,1/25/2022,0,0,36,36,ВЕС,185,7/29/2022,230
9163,22292,13833793722292,F,0,,0,1/25/2022,0,0,38,36,ВАКЦИН,183,7/27/2022,ЛЕПТО
9164,22292,13833793722292,F,0,,0,1/25/2022,0,0,38,36,ВЕС,185,7/29/2022,188
9165,22293,13833854722293,F,0,,0,1/25/2022,0,0,36,36,ВАКЦИН,183,7/27/2022,ЛЕПТО
9166,22293,13833854722293,F,0,,0,1/25/2022,0,0,38,36,ПЕРЕВОД,184,7/28/2022,F038T036
9167,22293,13833854722293,F,0,,0,1/25/2022,0,0,36,36,ВЕС,185,7/29/2022,212
9168,22294,13834352122294,F,0,,0,1/25/2022,0,0,36,36,ВАКЦИН,183,7/27/2022,ЛЕПТО
9169,22294,13834352122294,F,0,,0,1/25/2022,0,0,38,36,ПЕРЕВОД,184,7/28/2022,F038T036
9170,22294,13834352122294,F,0,,0,1/25/2022,0,0,36,36,ВЕС,185,7/29/2022,184
9171,22295,13834378622295,F,0,,0,1/25/2022,0,0,36,36,ВАКЦИН,183,7/27/2022,ЛЕПТО
9172,22295,13834378622295,F,0,,0,1/25/2022,0,0,38,36,ПЕРЕВОД,184,7/28/2022,F038T036
9173,22295,13834378622295,F,0,,0,1/25/2022,0,0,36,36,ВЕС,185,7/29/2022,215
9174,22296,13834421422296,F,0,,0,1/26/2022,0,0,36,36,ВАКЦИН,182,7/27/2022,ЛЕПТО
9175,22296,13834421422296,F,0,,0,1/26/2022,0,0,38,36,ПЕРЕВОД,183,7/28/2022,F038T036
9176,22296,13834421422296,F,0,,0,1/26/2022,0,0,36,36,ВЕС,184,7/29/2022,214
9177,22297,13834524522297,F,0,,0,1/26/2022,0,0,36,36,ВАКЦИН,182,7/27/2022,ЛЕПТО
9178,22297,13834524522297,F,0,,0,1/26/2022,0,0,38,36,ПЕРЕВОД,183,7/28/2022,F038T036
9179,22297,13834524522297,F,0,,0,1/26/2022,0,0,36,36,ВЕС,184,7/29/2022,220
9180,22298,13834605222298,F,0,,0,1/26/2022,0,0,36,36,ВАКЦИН,182,7/27/2022,ЛЕПТО
9181,22298,13834605222298,F,0,,0,1/26/2022,0,0,38,36,ПЕРЕВОД,183,7/28/2022,F038T036
9182,22298,13834605222298,F,0,,0,1/26/2022,0,0,36,36,ВЕС,184,7/29/2022,215
9183,22299,13834746422299,F,0,,0,1/26/2022,0,0,36,36,ВАКЦИН,182,7/27/2022,ЛЕПТО
9184,22299,13834746422299,F,0,,0,1/26/2022,0,0,38,36,ПЕРЕВОД,183,7/28/2022,F038T036
9185,22299,13834746422299,F,0,,0,1/26/2022,0,0,36,36,ВЕС,184,7/29/2022,180
9186,22300,13834810822300,F,0,,0,1/27/2022,0,0,36,36,ВАКЦИН,181,7/27/2022,ЛЕПТО
9187,22300,13834810822300,F,0,,0,1/27/2022,0,0,38,36,ПЕРЕВОД,182,7/28/2022,F038T036
9188,22300,13834810822300,F,0,,0,1/27/2022,0,0,36,36,ВЕС,183,7/29/2022,178
9189,22301,13834836322301,F,0,,0,1/27/2022,0,0,36,36,ВАКЦИН,181,7/27/2022,ЛЕПТО
9190,22301,13834836322301,F,0,,0,1/27/2022,0,0,38,36,ПЕРЕВОД,182,7/28/2022,F038T036
9191,22301,13834836322301,F,0,,0,1/27/2022,0,0,36,36,ВЕС,183,7/29/2022,200
9192,22302,13835174822302,F,0,,0,1/27/2022,0,0,36,36,ВАКЦИН,181,7/27/2022,ЛЕПТО
9193,22302,13835174822302,F,0,,0,1/27/2022,0,0,38,36,ПЕРЕВОД,182,7/28/2022,F038T036
9194,22302,13835174822302,F,0,,0,1/27/2022,0,0,36,36,ВЕС,183,7/29/2022,200
9195,22303,13835779422303,F,0,,0,1/27/2022,0,0,36,36,ВАКЦИН,181,7/27/2022,ЛЕПТО
9196,22303,13835779422303,F,0,,0,1/27/2022,0,0,38,36,ПЕРЕВОД,182,7/28/2022,F038T036
9197,22303,13835779422303,F,0,,0,1/27/2022,0,0,36,36,ВЕС,183,7/29/2022,194
9198,22304,13835795022304,F,0,,0,1/27/2022,0,0,36,36,ВАКЦИН,181,7/27/2022,ЛЕПТО
9199,22304,13835795022304,F,0,,0,1/27/2022,0,0,38,36,ПЕРЕВОД,182,7/28/2022,F038T036
9200,22304,13835795022304,F,0,,0,1/27/2022,0,0,36,36,ВЕС,183,7/29/2022,194
9201,22305,13836505222305,F,0,,0,1/28/2022,0,0,36,36,ВАКЦИН,180,7/27/2022,ЛЕПТО
9202,22305,13836505222305,F,0,,0,1/28/2022,0,0,38,36,ПЕРЕВОД,181,7/28/2022,F038T036
9203,22305,13836505222305,F,0,,0,1/28/2022,0,0,36,36,ВЕС,182,7/29/2022,180
9204,22306,13836586222306,F,0,,0,1/28/2022,0,0,38,36,ЗДОРОВА,175,7/22/2022,МОЛОДНЯК
9205,22306,13836586222306,F,0,,0,1/28/2022,0,0,38,36,ВАКЦИН,180,7/27/2022,ЛЕПТО
9206,22306,13836586222306,F,0,,0,1/28/2022,0,0,38,36,ВЕС,182,7/29/2022,140
9207,22307,13836750422307,F,0,,0,1/28/2022,0,0,36,36,ВАКЦИН,180,7/27/2022,ЛЕПТО
9208,22307,13836750422307,F,0,,0,1/28/2022,0,0,38,36,ПЕРЕВОД,181,7/28/2022,F038T036
9209,22307,13836750422307,F,0,,0,1/28/2022,0,0,36,36,ВЕС,182,7/29/2022,250
9210,22308,13837030022308,F,0,,0,1/28/2022,0,0,36,36,ВАКЦИН,180,7/27/2022,ЛЕПТО
9211,22308,13837030022308,F,0,,0,1/28/2022,0,0,38,36,ПЕРЕВОД,181,7/28/2022,F038T036
9212,22308,13837030022308,F,0,,0,1/28/2022,0,0,36,36,ВЕС,182,7/29/2022,186
9213,22309,13837087022309,F,0,,0,1/28/2022,0,0,36,36,ВАКЦИН,180,7/27/2022,ЛЕПТО
9214,22309,13837087022309,F,0,,0,1/28/2022,0,0,38,36,ПЕРЕВОД,181,7/28/2022,F038T036
9215,22309,13837087022309,F,0,,0,1/28/2022,0,0,36,36,ВЕС,182,7/29/2022,230
9216,22310,13837320522310,F,0,,0,1/28/2022,0,0,36,36,ВАКЦИН,180,7/27/2022,ЛЕПТО
9217,22310,13837320522310,F,0,,0,1/28/2022,0,0,38,36,ПЕРЕВОД,181,7/28/2022,F038T036
9218,22310,13837320522310,F,0,,0,1/28/2022,0,0,36,36,ВЕС,182,7/29/2022,220
9219,22311,13837508522311,F,0,,0,1/28/2022,0,0,36,36,ВАКЦИН,180,7/27/2022,ЛЕПТО
9220,22311,13837508522311,F,0,,0,1/28/2022,0,0,38,36,ПЕРЕВОД,181,7/28/2022,F038T036
9221,22311,13837508522311,F,0,,0,1/28/2022,0,0,36,36,ВЕС,182,7/29/2022,200
9222,22312,13837521822312,F,0,,0,1/28/2022,0,0,36,36,ВАКЦИН,180,7/27/2022,ЛЕПТО
9223,22312,13837521822312,F,0,,0,1/28/2022,0,0,38,36,ПЕРЕВОД,181,7/28/2022,F038T036
9224,22312,13837521822312,F,0,,0,1/28/2022,0,0,36,36,ВЕС,182,7/29/2022,240
9225,22313,13837556422313,F,0,,0,1/28/2022,0,0,36,36,ВАКЦИН,180,7/27/2022,ЛЕПТО
9226,22313,13837556422313,F,0,,0,1/28/2022,0,0,38,36,ПЕРЕВОД,181,7/28/2022,F038T036
9227,22313,13837556422313,F,0,,0,1/28/2022,0,0,36,36,ВЕС,182,7/29/2022,202
9228,22314,13837577022314,F,0,,0,1/28/2022,0,0,36,36,ВАКЦИН,180,7/27/2022,ЛЕПТО
9229,22314,13837577022314,F,0,,0,1/28/2022,0,0,38,36,ПЕРЕВОД,181,7/28/2022,F038T036
9230,22314,13837577022314,F,0,,0,1/28/2022,0,0,36,36,ВЕС,182,7/29/2022,185
9231,22315,13837774322315,F,0,,0,1/28/2022,0,0,36,36,ВАКЦИН,180,7/27/2022,ЛЕПТО
9232,22315,13837774322315,F,0,,0,1/28/2022,0,0,38,36,ПЕРЕВОД,181,7/28/2022,F038T036
9233,22315,13837774322315,F,0,,0,1/28/2022,0,0,36,36,ВЕС,182,7/29/2022,210
9234,22316,13838180222316,F,0,,0,1/28/2022,0,0,36,36,ВАКЦИН,180,7/27/2022,ЛЕПТО
9235,22316,13838180222316,F,0,,0,1/28/2022,0,0,38,36,ПЕРЕВОД,181,7/28/2022,F038T036
9236,22316,13838180222316,F,0,,0,1/28/2022,0,0,36,36,ВЕС,182,7/29/2022,218
9237,22318,13838682722318,F,0,,0,1/29/2022,0,0,36,36,ВАКЦИН,179,7/27/2022,ЛЕПТО
9238,22318,13838682722318,F,0,,0,1/29/2022,0,0,38,36,ПЕРЕВОД,180,7/28/2022,F038T036
9239,22318,13838682722318,F,0,,0,1/29/2022,0,0,36,36,ВЕС,181,7/29/2022,230
9240,22319,13839171022319,F,0,,0,1/29/2022,0,0,36,36,ВАКЦИН,179,7/27/2022,ЛЕПТО
9241,22319,13839171022319,F,0,,0,1/29/2022,0,0,38,36,ПЕРЕВОД,180,7/28/2022,F038T036
9242,22319,13839171022319,F,0,,0,1/29/2022,0,0,36,36,ВЕС,181,7/29/2022,225
9243,22320,13839569522320,F,0,,0,1/29/2022,0,0,36,36,ВАКЦИН,179,7/27/2022,ЛЕПТО
9244,22320,13839569522320,F,0,,0,1/29/2022,0,0,38,36,ПЕРЕВОД,180,7/28/2022,F038T036
9245,22320,13839569522320,F,0,,0,1/29/2022,0,0,36,36,ВЕС,181,7/29/2022,212
9246,22322,13839882222322,F,0,,0,1/29/2022,0,0,36,36,ВАКЦИН,179,7/27/2022,ЛЕПТО
9247,22322,13839882222322,F,0,,0,1/29/2022,0,0,38,36,ПЕРЕВОД,180,7/28/2022,F038T036
9248,22322,13839882222322,F,0,,0,1/29/2022,0,0,36,36,ВЕС,181,7/29/2022,232
9249,22323,13839920022323,F,0,,0,1/29/2022,0,0,36,36,ВАКЦИН,179,7/27/2022,ЛЕПТО
9250,22323,13839920022323,F,0,,0,1/29/2022,0,0,38,36,ПЕРЕВОД,180,7/28/2022,F038T036
9251,22323,13839920022323,F,0,,0,1/29/2022,0,0,36,36,ВЕС,181,7/29/2022,250
9252,22324,13840174122324,F,0,,0,1/29/2022,0,0,36,36,ВАКЦИН,179,7/27/2022,ЛЕПТО
9253,22324,13840174122324,F,0,,0,1/29/2022,0,0,38,36,ПЕРЕВОД,180,7/28/2022,F038T036
9254,22324,13840174122324,F,0,,0,1/29/2022,0,0,36,36,ВЕС,181,7/29/2022,250
9255,22325,13840617922325,F,0,,0,1/30/2022,0,0,36,36,ВАКЦИН,178,7/27/2022,ЛЕПТО
9256,22325,13840617922325,F,0,,0,1/30/2022,0,0,38,36,ПЕРЕВОД,179,7/28/2022,F038T036
9257,22325,13840617922325,F,0,,0,1/30/2022,0,0,36,36,ВЕС,180,7/29/2022,182
9258,22326,13840682322326,F,0,,0,1/30/2022,0,0,38,36,ЗДОРОВА,173,7/22/2022,МОЛОДНЯК
9259,22326,13840682322326,F,0,,0,1/30/2022,0,0,38,36,ВАКЦИН,178,7/27/2022,ЛЕПТО
9260,22326,13840682322326,F,0,,0,1/30/2022,0,0,38,36,ВЕС,180,7/29/2022,175
9261,22327,13840705222327,F,0,,0,1/30/2022,0,0,36,36,ВАКЦИН,178,7/27/2022,ЛЕПТО
9262,22327,13840705222327,F,0,,0,1/30/2022,0,0,38,36,ПЕРЕВОД,179,7/28/2022,F038T036
9263,22327,13840705222327,F,0,,0,1/30/2022,0,0,36,36,ВЕС,180,7/29/2022,228
9264,22328,13840745822328,F,0,,0,1/30/2022,0,0,36,36,ВАКЦИН,178,7/27/2022,ЛЕПТО
9265,22328,13840745822328,F,0,,0,1/30/2022,0,0,38,36,ПЕРЕВОД,179,7/28/2022,F038T036
9266,22328,13840745822328,F,0,,0,1/30/2022,0,0,36,36,ВЕС,180,7/29/2022,212
9267,22329,13840949622329,F,0,,0,1/30/2022,0,0,36,36,ВАКЦИН,178,7/27/2022,ЛЕПТО
9268,22329,13840949622329,F,0,,0,1/30/2022,0,0,38,36,ПЕРЕВОД,179,7/28/2022,F038T036
9269,22329,13840949622329,F,0,,0,1/30/2022,0,0,36,36,ВЕС,180,7/29/2022,240
9270,22330,13841070022330,F,0,,0,1/30/2022,0,0,36,36,ВАКЦИН,178,7/27/2022,ЛЕПТО
9271,22330,13841070022330,F,0,,0,1/30/2022,0,0,38,36,ПЕРЕВОД,179,7/28/2022,F038T036
9272,22330,13841070022330,F,0,,0,1/30/2022,0,0,36,36,ВЕС,180,7/29/2022,225
9273,22331,13841732522331,F,0,,0,1/30/2022,0,0,36,36,ВАКЦИН,178,7/27/2022,ЛЕПТО
9274,22331,13841732522331,F,0,,0,1/30/2022,0,0,38,36,ПЕРЕВОД,179,7/28/2022,F038T036
9275,22331,13841732522331,F,0,,0,1/30/2022,0,0,36,36,ВЕС,180,7/29/2022,220
9276,22332,13841771322332,F,0,,0,1/31/2022,0,0,36,36,ВАКЦИН,177,7/27/2022,ЛЕПТО
9277,22332,13841771322332,F,0,,0,1/31/2022,0,0,38,36,ПЕРЕВОД,178,7/28/2022,F038T036
9278,22332,13841771322332,F,0,,0,1/31/2022,0,0,36,36,ВЕС,179,7/29/2022,228
9279,22333,13841776222333,F,0,,0,1/31/2022,0,0,38,36,ПЕРЕВОД,178,7/28/2022,F038T036
9280,22333,13841776222333,F,0,,0,1/31/2022,0,0,38,36,ВЕС,179,7/29/2022,180
9281,22333,13841776222333,F,0,,0,1/31/2022,0,0,36,36,ПЕРЕВОД,180,7/30/2022,F036T038
9282,22334,13841801822334,F,0,,0,1/31/2022,0,0,36,36,ВАКЦИН,177,7/27/2022,ЛЕПТО
9283,22334,13841801822334,F,0,,0,1/31/2022,0,0,38,36,ПЕРЕВОД,178,7/28/2022,F038T036
9284,22334,13841801822334,F,0,,0,1/31/2022,0,0,36,36,ВЕС,179,7/29/2022,196
9285,22335,13842029522335,F,0,,0,1/31/2022,0,0,36,36,ВАКЦИН,177,7/27/2022,ЛЕПТО
9286,22335,13842029522335,F,0,,0,1/31/2022,0,0,38,36,ПЕРЕВОД,178,7/28/2022,F038T036
9287,22335,13842029522335,F,0,,0,1/31/2022,0,0,36,36,ВЕС,179,7/29/2022,220
9288,22336,13842185522336,F,0,,0,1/31/2022,0,0,36,36,ВАКЦИН,177,7/27/2022,ЛЕПТО
9289,22336,13842185522336,F,0,,0,1/31/2022,0,0,38,36,ПЕРЕВОД,178,7/28/2022,F038T036
9290,22336,13842185522336,F,0,,0,1/31/2022,0,0,36,36,ВЕС,179,7/29/2022,228
9291,22338,13842711822338,F,0,,0,2/1/2022,0,0,38,36,ЗДОРОВА,171,7/22/2022,МОЛОДНЯК
9292,22352,13846358422352,F,0,,0,2/3/2022,0,0,38,36,ЗДОРОВА,169,7/22/2022,МОЛОДНЯК
9293,22409,13857978522409,F,0,,0,2/10/2022,0,0,38,36,ЗДОРОВА,162,7/22/2022,МОЛОДНЯК
9294,22440,13864122122440,F,0,,0,2/17/2022,0,0,38,38,БОЛЕЗНЬ,145,7/12/2022,ПНЕВМО1
9295,22540,13880052022540,F,0,,0,3/10/2022,0,0,38,38,БОЛЕЗНЬ,135,7/23/2022,ПНЕВМО2
9296,22547,13881502322547,F,0,,0,3/12/2022,0,0,38,38,БОЛЕЗНЬ,122,7/12/2022,ГАСТРО1
9297,22547,13881502322547,F,0,,0,3/12/2022,0,0,38,38,ПАЛА,125,7/15/2022,ПАЛА ; Репродукция ; УВЗ6
9298,22560,13883381022560,F,0,,0,3/15/2022,0,0,38,38,НЕОСЕМ,130,7/23/2022,ПНЕВМО
9299,22566,13884352022566,F,0,,0,3/17/2022,0,0,31,38,БОЛЕЗНЬ,126,7/21/2022,ПНЕВМО2
9300,22566,13884352022566,F,0,,0,3/17/2022,0,0,31,38,ПЕРЕВОД,128,7/23/2022,F031T038
9301,22614,13893112722614,F,0,,0,3/28/2022,0,0,38,38,ЗДОРОВА,116,7/22/2022,МОЛОДНЯК
9302,22622,13895363422622,F,0,,0,3/30/2022,0,0,38,38,ЗДОРОВА,114,7/22/2022,МОЛОДНЯК
9303,22628,13897147922628,F,0,,0,4/2/2022,0,0,38,38,ВАКЦИН,90,7/1/2022,КОГЛАВАК
9304,22629,13897388922629,F,0,,0,4/2/2022,0,0,38,38,ВАКЦИН,90,7/1/2022,КОГЛАВАК
9305,22630,13897403622630,F,0,,0,4/4/2022,0,0,38,38,ВАКЦИН,88,7/1/2022,КОГЛАВАК
9306,22631,13897586822631,F,0,,0,4/4/2022,0,0,38,38,ВАКЦИН,88,7/1/2022,КОГЛАВАК
9307,22632,13897648622632,F,0,,0,4/4/2022,0,0,38,38,ВАКЦИН,88,7/1/2022,КОГЛАВАК
9308,22633,13897711222633,F,0,,0,4/4/2022,0,0,38,38,ВАКЦИН,88,7/1/2022,КОГЛАВАК
9309,22634,13897722922634,F,0,,0,4/4/2022,0,0,38,38,ВАКЦИН,88,7/1/2022,КОГЛАВАК
9310,22635,13898222922635,F,0,,0,4/4/2022,0,0,38,38,ВАКЦИН,88,7/1/2022,КОГЛАВАК
9311,22635,13898222922635,F,0,,0,4/4/2022,0,0,38,38,БОЛЕЗНЬ,108,7/21/2022,ПНЕВМО2
9312,22636,13898279922636,F,0,,0,4/5/2022,0,0,38,38,ВАКЦИН,87,7/1/2022,КОГЛАВАК
9313,22637,13898380522637,F,0,,0,4/5/2022,0,0,38,38,ВАКЦИН,87,7/1/2022,КОГЛАВАК
9314,22638,13898726922638,F,0,,0,4/5/2022,0,0,38,38,ВАКЦИН,87,7/1/2022,КОГЛАВАК
9315,22640,13899196422640,F,0,,0,4/5/2022,0,0,38,38,ВАКЦИН,87,7/1/2022,КОГЛАВАК
9316,22640,13899196422640,F,0,,0,4/5/2022,0,0,38,38,ЗДОРОВА,108,7/22/2022,МОЛОДНЯК
9317,22645,13899817522645,F,0,,0,4/7/2022,0,0,38,38,ЗДОРОВА,106,7/22/2022,МОЛОДНЯК
9318,22646,13899859722646,F,0,,0,4/7/2022,0,0,38,38,ВАКЦИН,85,7/1/2022,КОГЛАВАК
9319,22647,13899938922647,F,0,,0,4/8/2022,0,0,38,38,ВАКЦИН,91,7/8/2022,КОГЛАВАК
9320,22648,13900181322648,F,0,,0,4/8/2022,0,0,38,38,ВАКЦИН,91,7/8/2022,КОГЛАВАК
9321,22649,13900803222649,F,0,,0,4/8/2022,0,0,38,38,ВАКЦИН,91,7/8/2022,КОГЛАВАК
9322,22650,13901404822650,F,0,,0,4/9/2022,0,0,38,38,ВАКЦИН,90,7/8/2022,КОГЛАВАК
9323,22651,13901828822651,F,0,,0,4/9/2022,0,0,38,38,ВАКЦИН,90,7/8/2022,КОГЛАВАК
9324,22652,13901962522652,F,0,,0,4/9/2022,0,0,38,38,ВАКЦИН,90,7/8/2022,КОГЛАВАК
9325,22654,13903010122654,F,0,,0,4/9/2022,0,0,38,38,ВАКЦИН,90,7/8/2022,КОГЛАВАК
9326,22655,13903047322655,F,0,,0,4/9/2022,0,0,38,38,ВАКЦИН,90,7/8/2022,КОГЛАВАК
9327,22656,13903154722656,F,0,,0,4/9/2022,0,0,38,38,ВАКЦИН,90,7/8/2022,КОГЛАВАК
9328,22657,13903219822657,F,0,,0,4/9/2022,0,0,38,38,ВАКЦИН,90,7/8/2022,КОГЛАВАК
9329,22658,13903520922658,F,0,,0,4/9/2022,0,0,38,38,ВАКЦИН,90,7/8/2022,КОГЛАВАК
9330,22659,13903842722659,F,0,,0,4/9/2022,0,0,38,38,ВАКЦИН,90,7/8/2022,КОГЛАВАК
9331,22660,13903988822660,F,0,,0,4/9/2022,0,0,38,38,ВАКЦИН,90,7/8/2022,КОГЛАВАК
9332,22661,13904094422661,F,0,,0,4/9/2022,0,0,38,38,ВАКЦИН,90,7/8/2022,КОГЛАВАК
9333,22662,13904196722662,F,0,,0,4/10/2022,0,0,38,38,ВАКЦИН,89,7/8/2022,КОГЛАВАК
9334,22663,13904227022663,F,0,,0,4/10/2022,0,0,38,38,ВАКЦИН,89,7/8/2022,КОГЛАВАК
9335,22664,13904267622664,F,0,,0,4/10/2022,0,0,38,38,ВАКЦИН,89,7/8/2022,КОГЛАВАК
9336,22665,13904400322665,F,0,,0,4/10/2022,0,0,38,38,ВАКЦИН,89,7/8/2022,КОГЛАВАК
9337,22666,13904521622666,F,0,,0,4/11/2022,0,0,38,38,ВАКЦИН,88,7/8/2022,КОГЛАВАК
9338,22667,13904672722667,F,0,,0,4/11/2022,0,0,38,38,ВАКЦИН,88,7/8/2022,КОГЛАВАК
9339,22668,13905096822668,F,0,,0,4/11/2022,0,0,38,38,ВАКЦИН,88,7/8/2022,КОГЛАВАК
9340,22669,13905469722669,F,0,,0,4/11/2022,0,0,38,38,ВАКЦИН,88,7/8/2022,КОГЛАВАК
9341,102369,102369,M,0,,0,4/11/2022,0,0,35,37,ПЕРЕВОД,100,7/20/2022,F035T037
9342,22670,13905811022670,F,0,,0,4/12/2022,0,0,38,38,ВАКЦИН,87,7/8/2022,КОГЛАВАК
9343,22671,13905930822671,F,0,,0,4/12/2022,0,0,38,38,ВАКЦИН,87,7/8/2022,КОГЛАВАК
9344,22672,13906043922672,F,0,,0,4/12/2022,0,0,38,38,ВАКЦИН,87,7/8/2022,КОГЛАВАК
9345,22673,13906108022673,F,0,,0,4/13/2022,0,0,38,38,ВАКЦИН,86,7/8/2022,КОГЛАВАК
9346,22674,13906930722674,F,0,,0,4/13/2022,0,0,38,38,ВАКЦИН,86,7/8/2022,КОГЛАВАК
9347,22675,13907156822675,F,0,,0,4/13/2022,0,0,38,38,ВАКЦИН,86,7/8/2022,КОГЛАВАК
9348,22676,13907281422676,F,0,,0,4/13/2022,0,0,38,38,ВАКЦИН,86,7/8/2022,КОГЛАВАК
9349,22677,13907463822677,F,0,,0,4/13/2022,0,0,38,38,ВАКЦИН,86,7/8/2022,КОГЛАВАК
